,according,act,action,added,administration,agency,also,america,american,among,another,around,asked,attorney,back,barack,become,big,bill,business,call,called,came,campaign,candidate,case,change,chief,child,claim,clear,clinton,come,comment,committee,company,concern,congress,congressional,control,could,country,court,cut,day,deal,decision,democrat,democratic,department,director,donald,effort,election,end,even,every,executive,expected,fact,family,federal,first,following,foreign,former,four,friday,general,get,give,go,going,good,government,great,group,head,help,hillary,home,house,including,individual,information,interest,interview,investigation,issue,job,john,justice,keep,know,last,later,law,lawmaker,leader,least,left,legislation,life,like,likely,long,made,major,make,making,many,may,mean,medium,meeting,member,military,million,monday,money,month,much,nation,national,need,never,new,news,next,number,obama,office,official,one,order,part,party,pay,people,percent,place,plan,point,policy,political,possible,post,president,presidential,program,public,put,question,really,reason,recent,released,report,reported,reporter,representative,republican,right,run,russia,russian,say,saying,secretary,security,see,senate,senator,senior,service,set,several,show,since,something,special,spokesman,state,statement,still,story,support,take,tax,thing,think,three,thursday,time,told,took,top,trump,trying,tuesday,twitter,two,united,use,used,video,view,vote,want,washington,way,wednesday,week,well,whether,white,without,woman,work,working,world,wrote,year,york
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37428789345048263,0.0,0.0,0.0,0.23290983458149703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16125108840094965,0.5411929968914031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1784612551255445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.232340583293496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16780306301938777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2156644840203929,0.0,0.0,0.0,0.0,0.14967159410613276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23948012733622234,0.1509763657868992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21256478578644172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3636252713286711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21521360998195274,0.0,0.0,0.0
1,0.05808355404892596,0.0,0.0,0.14767640610017954,0.0,0.0,0.0,0.0,0.0,0.0,0.06621800757816672,0.21543721204949665,0.11853938413711831,0.0,0.0,0.0,0.0,0.21868484782793166,0.0,0.0,0.0,0.0,0.14122267824079013,0.0,0.0,0.0,0.0,0.0,0.0,0.07198928548493867,0.0,0.0,0.0,0.06540616577865778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22145472446609657,0.0,0.06649519581820433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2198027001083044,0.0,0.0,0.0,0.0,0.0,0.0,0.06635617915251825,0.0,0.0,0.0,0.07383820305008977,0.0,0.0,0.07234723231547707,0.04503613061307256,0.0,0.0,0.07252834207041123,0.0,0.34815036089103535,0.0,0.0,0.0,0.0,0.0,0.0,0.12279092048538043,0.0,0.0,0.0,0.0,0.06009629785298793,0.0,0.06979070291025796,0.0,0.0,0.050670932202177325,0.0,0.0,0.0,0.0,0.0517382247014468,0.0,0.05714030027481341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2768868134329157,0.15348831703563334,0.0,0.0,0.0,0.11211551003067016,0.0,0.08446559709045764,0.0,0.0,0.0,0.0,0.0,0.0,0.07027952076035665,0.0,0.1402308212647158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061395460242690214,0.0,0.06553947498183131,0.14845349011639666,0.0,0.0,0.14578989855195446,0.0,0.1364666049933162,0.0,0.0,0.0,0.177202961441846,0.0,0.0,0.0,0.05018951003560626,0.0,0.0,0.0,0.06337315522872788,0.1083956558599908,0.0625378692249899,0.0,0.0,0.0,0.0,0.0,0.0,0.0727109065377517,0.0,0.0,0.0,0.0,0.0,0.36540247210260746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09263868767572361,0.06808327453290366,0.0,0.0,0.07422674505819833,0.0,0.0,0.0,0.0,0.0,0.06793423036614918,0.14884707099899547,0.0,0.0,0.0,0.0,0.11521406883146043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29936539614322216,0.0
2,0.03969996199536285,0.0,0.0,0.05046822466175611,0.11969613237978735,0.0,0.02984680269589488,0.0,0.1034747331048914,0.0,0.0,0.0,0.0,0.0,0.03983217827552164,0.0,0.0,0.0,0.11812278610105154,0.0864650715296785,0.0,0.0,0.048262671343424754,0.0,0.0,0.0,0.13493975140342,0.0,0.0,0.0,0.04920449419155746,0.0,0.0,0.0,0.08392728297133817,0.0,0.0,0.03996552947325029,0.09652534268684951,0.0,0.0,0.0,0.0,0.1479790213696419,0.0,0.0,0.0,0.03644544527218827,0.039438858048363105,0.08781618171400139,0.0,0.02785109851347901,0.09051968073604746,0.03956886147770301,0.04544929782763072,0.03868088727671765,0.04920449419155746,0.0,0.0,0.0,0.04497991713447332,0.07785891537201656,0.035412818123352355,0.0,0.0,0.03760906099924503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043398690494645877,0.0,0.0,0.1539104057106367,0.03801714162575414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03807632386550967,0.04643287429430668,0.04107566728468372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0769940704004608,0.05020712071475636,0.0707258909337681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14547848528789664,0.0,0.0,0.0,0.0,0.07760935067048277,0.0,0.0,0.06308381176218755,0.0,0.04525984036802373,0.048262671343424754,0.0,0.03831533348974392,0.0,0.08659803233413207,0.0,0.0,0.0,0.05046822466175611,0.031816874460113984,0.19214349734097,0.0,0.34785951238932905,0.0,0.04282476119570163,0.0,0.0,0.0,0.050825040002636615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049823513097572075,0.07966435655104329,0.0,0.0,0.04173684447748684,0.2551707134515629,0.0,0.0,0.0,0.0,0.0,0.0,0.04488771912411524,0.0,0.04331539099669211,0.18522039020198516,0.0,0.0,0.0,0.0,0.0,0.0,0.03918207006726077,0.0,0.0,0.0,0.0,0.1569834809422626,0.0,0.0,0.0,0.0,0.6029539504678549,0.0,0.03831533348974392,0.044704948555453115,0.0,0.0,0.0,0.0,0.0,0.0519472314580637,0.0,0.0,0.0,0.034538725899117516,0.0,0.0,0.0,0.0,0.0,0.04266460184783862,0.03795818398706916,0.05740598878178532,0.0,0.04093248360615358,0.03487283166088316,0.0820078209733596,0.0,0.14514442907500633,0.0,0.0,0.0,0.0,0.0,0.0,0.20461548960316123,0.0
3,0.0795467000998253,0.09243296955924185,0.0,0.0,0.07994493249671192,0.08712563853378986,0.05980395304323786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09031197088619153,0.0,0.0,0.15778819203964128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3203152675774055,0.09670377628624108,0.1024707833442593,0.0,0.0,0.0,0.0,0.07582177451622285,0.0,0.0,0.14605126853320352,0.0790235268693498,0.0,0.0,0.05580516629112094,0.0,0.0,0.18213325566732141,0.0,0.0,0.0,0.0,0.0,0.0,0.15600568564571676,0.14191312441442663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08695783179605994,0.0,0.0,0.30838983893074023,0.0,0.0,0.0,0.10086035141912243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0762934210311663,0.09303741718174768,0.0823031968462991,0.0,0.0,0.09602459135420986,0.0,0.0,0.0,0.0,0.07713639912710343,0.0,0.0,0.09670377628624108,0.07825489338592903,0.0795467000998253,0.0,0.08832631917557707,0.0,0.0,0.0,0.0,0.0,0.0,0.08075701527779003,0.0,0.0,0.0,0.0,0.0,0.2528017057541116,0.0,0.09068701246468902,0.0,0.14520134203676519,0.07677232393042234,0.07713639912710343,0.0,0.0,0.0,0.08780606069527587,0.1011230371507218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050918993513439606,0.0,0.09492454492399405,0.08408242820854613,0.0,0.0,0.0,0.0,0.0,0.0,0.0798116214815469,0.0,0.0,0.0836279956930813,0.4473742239883186,0.0,0.0,0.0,0.0,0.1374712676705901,0.0785090015273766,0.0,0.0,0.0,0.07422511302902961,0.0,0.0,0.0,0.0,0.0,0.0,0.0785090015273766,0.0,0.09834866098131881,0.0,0.0,0.0,0.0,0.0,0.0,0.07558860432885318,0.08629550735279527,0.0,0.0,0.0,0.0818738372878595,0.12830195170545478,0.0634353564175403,0.0,0.09125818581950065,0.05204325941538016,0.0,0.0,0.0,0.06920514612200598,0.0,0.0,0.0,0.0,0.0,0.1709738809555983,0.0,0.05751210761980072,0.0,0.08201630011988516,0.0,0.0,0.0,0.07270636916565874,0.0,0.0,0.0827385616279586,0.0,0.0,0.0,0.05856963860621315,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1983549680640384,0.0,0.0,0.0,0.0,0.1597784887880142,0.0,0.20191689166597646,0.19985664790348814,0.0,0.17341831479060202,0.0,0.0,0.19359565622510558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16505565914362055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14205114579312925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18192925113230124,0.14859460526860646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.193139121598624,0.0,0.13522548149008679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1917892486498358,0.13892488789219082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12652378738403158,0.0,0.0,0.0,0.0,0.0,0.0,0.1157899913871583,0.0,0.1616711153161974,0.0,0.0,0.0,0.0,0.1926859072533484,0.17442074977562416,0.0,0.0,0.0,0.0,0.0,0.10193703226622368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2045918387056193,0.2752099380070602,0.0,0.0,0.17408480989036404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1114730566191876,0.0,0.3571999423316779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1656380624276095,0.0,0.0,0.0,0.3517596123839392,0.0
5,0.0,0.1715560293593997,0.0,0.0,0.0,0.0,0.0,0.0,0.12826974094711516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1464278159362282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1530232158285957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16328854216035582,0.0,0.0,0.0,0.0,0.0,0.14384924440132507,0.0,0.0,0.17698844413613352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13755619377734887,0.0,0.0,0.0,0.16866673463967033,0.0,0.0,0.0,0.0,0.0,0.0,0.18389502817547415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14160095083781882,0.0,0.0,0.0,0.0,0.5346662892734063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1452414528198054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15691330965387423,0.0,0.11730029085201668,0.0,0.1683155247212642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1183228636291921,0.0,0.0,0.0,0.0,0.0,0.0,0.3705744731879089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.189172656915456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10334674794318016,0.0,0.0,0.0,0.15577487176098728,0.0,0.3203297408618247,0.0,0.0,0.0,0.0,0.11906451506754889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1296875753822762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.054121764706693345,0.0,0.0,0.0,0.0,0.0,0.0,0.06658086913849372,0.0,0.06440963655489021,0.0,0.0,0.06828125357369791,0.0,0.05341036095949699,0.0,0.06244136232873602,0.0,0.13093460368180093,0.0,0.06411694664532396,0.0,0.0,0.06562282531227451,0.0,0.0,0.0,0.0,0.05581606978381623,0.0,0.0,0.0,0.0,0.054212402845230004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049437482425751224,0.10699596819828236,0.0,0.0,0.0,0.0,0.2683716551274657,0.0,0.10493962527682267,0.0,0.0,0.0,0.0,0.12202862916009889,0.0,0.14411023604276346,0.0,0.0627115369873802,0.10203180552813947,0.06793002319783216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12526574315061975,0.10313891115687651,0.0,0.0,0.0,0.06455752021246844,0.0,0.0,0.0,0.06230756292863146,0.0,0.0,0.0,0.0,0.19148479893854067,0.051649735045899266,0.0,0.0,0.06775657913459147,0.06470644899290369,0.0,0.0,0.0,0.0,0.0,0.0,0.06810490664734595,0.0,0.0,0.10595525681768059,0.053852166129150406,0.0,0.0,0.0,0.05533160397114793,0.0,0.06039628393053695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0613940245777146,0.06546730184090047,0.0,0.0,0.0,0.07831227687757718,0.0,0.0,0.35666192778136213,0.0,0.0,0.13031931290829077,0.0,0.0,0.0,0.0,0.05581606978381623,0.06758455095704506,0.0,0.13788620241311073,0.45292123610005836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11323030902501459,0.4759338692522465,0.05476457420922451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06485643777357673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03769630159640821,0.05323620017710912,0.0,0.0,0.056819751602367574,0.0,0.0,0.0,0.0,0.0,0.0,0.04342944464865084,0.04294497883598254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11574727586954527,0.0,0.07787002025457715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061140125907307906,0.0,0.0,0.06152213035047839,0.06863843728945011,0.07930189195498806,0.0
7,0.0,0.17206786827535483,0.0,0.0,0.2232312914924247,0.0,0.055663789466344614,0.07355281279421859,0.1286524348425228,0.0,0.08440884778162676,0.0,0.0,0.08855492444137816,0.0,0.0,0.0,0.0,0.0,0.08062795849289457,0.0,0.0,0.09000907749201817,0.0,0.0,0.08697776714709123,0.0,0.0,0.0,0.09176556140311604,0.0,0.0,0.15347976193308496,0.0,0.07826149181536023,0.0,0.0,0.0,0.09000907749201817,0.0,0.25350477694973916,0.1418026707335887,0.0,0.0,0.0,0.0,0.08476218278544084,0.06797014786837782,0.0,0.0,0.08916921836193743,0.0,0.08440884778162676,0.0,0.08476218278544084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1320886309004454,0.0,0.08622025703851781,0.0,0.0,0.0,0.0,0.06898329694304972,0.0,0.0,0.0,0.0,0.06908658800157208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18353112280623207,0.0,0.09387789738307907,0.0,0.0,0.0,0.0,0.08566484492688005,0.0,0.17959363863512623,0.0,0.0,0.0,0.0,0.08659653649906766,0.0,0.0,0.0,0.0,0.0,0.0,0.09154008858248942,0.0,0.0,0.0,0.0,0.09000907749201817,0.0,0.07403976730263648,0.08815251364987642,0.0,0.0,0.22822140929375803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21711021781919246,0.0,0.0,0.05882512864850162,0.3260888405525559,0.0,0.27002723247605454,0.20272381311119086,0.0,0.07179632888312072,0.10766925777971353,0.09131635688209583,0.07516629365793345,0.08172734121567511,0.0,0.059337940464507154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05948614084507254,0.15058842094316768,0.0,0.0,0.0,0.06397713956930877,0.1461478149805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09268541997075733,0.09154008858248942,0.0,0.051827541935351676,0.0,0.0,0.09315653785061535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11941974509093227,0.177131384030529,0.0,0.0,0.0,0.09461767658211594,0.0,0.0,0.0,0.06837116619045897,0.0,0.0,0.0,0.09461767658211594,0.0,0.0,0.0,0.1468646846073809,0.0,0.0,0.0,0.0789804644704301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.26735307146413295,0.0,0.0,0.0,0.0,0.0,0.22856760663637815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22819324091677792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28307843566489604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29638643865990866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42243861059293125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21468867702411037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20494568577687103,0.0,0.0,0.0,0.0,0.0,0.0,0.23640166081024772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2520021500591676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1610556655549274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.212465481949857,0.0,0.0,0.0,0.0,0.2472623806829319,0.0,0.0,0.22819324091677792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29325447675630445,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12331531687892543,0.0,0.0,0.0,0.0,0.0,0.0,0.1296788681084141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11715068529151794,0.0,0.0,0.0,0.0,0.0,0.0,0.17244686016714483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15347146008451237,0.0,0.0,0.0,0.0,0.0,0.37369385145211065,0.15624315279553336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10436557027510339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14871290804718348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13953919367953108,0.0,0.0,0.12498836752386581,0.0,0.0,0.0,0.0,0.12130266521943667,0.0,0.13435678143081864,0.0,0.0,0.0,0.0,0.0,0.0,0.14250898607589926,0.0,0.0,0.0,0.30391304094312643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13840078890587773,0.0,0.0,0.0980126820223192,0.0,0.0,0.32164393641362393,0.15706531565747636,0.13513883697461085,0.15121657731942909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11751367083508278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5581567747181243,0.0,0.0,0.0,0.0,0.0,0.0
